shortag;-0,688605152;42;15;15;money-fx;1,62324929;0,961295948;;;;;
japan;-1,838573157;531;23;23;trade;2,725094521;0,960022649;;;;;
billion;-2,463744695;2113;2;2;bop;3,324899497;0,959914714;;;;;
food;-0,692012965;42;14;14;livestock;1,62324929;0,959359842;;;;;
associ;-0,692012965;42;21;21;soybean;1,62324929;0,959359842;;;;;
uk;-1,03525266;89;13;13;interest;1,949390007;0,957812288;;;;;
decemb;-1,037663543;89;16;16;money-supply;1,949390007;0,956679042;;;;;
futur;-1,074938296;96;14;14;livestock;1,982271233;0,955339847;;;;;
prefer;0;9;9;9;earn;0,954242509;0,954242509;;;;;
nv;0;9;9;9;earn;0,954242509;0,954242509;;;;;
plc;0;9;9;9;earn;0,954242509;0,954242509;;;;;
quarterli;0;9;9;9;earn;0,954242509;0,954242509;;;;;
guarante;-0,690467809;41;25;25;wheat;1,612783857;0,954045885;;;;;
forecast;-1,658310079;339;10;10;gnp;2,530199698;0,951807586;;;;;
tonn;-2,325470644;1446;22;22;sugar;3,160168293;0,950292043;;;;;
crush;-0,688138814;40;21;21;soybean;1,602059991;0,94900963;;;;;
start;-0,676951735;39;11;11;gold;1,591064607;0,94878378;;;;;
north;-0,676951735;39;17;17;nat-gas;1,591064607;0,94878378;;;;;
awb;-0,693147181;40;25;25;wheat;1,602059991;0,946202439;;;;;
inc;-1,448982648;207;1;1;acq;2,315970345;0,945686711;;;;;
ltd;-1,188249671;117;11;11;gold;2,068185862;0,945132491;;;;;
deposit;-1,002120937;78;16;16;money-supply;1,892094603;0,945045111;;;;;
term;-0,68490624;39;2;2;bop;1,591064607;0,944304537;;;;;
februari;-1,905123397;546;6;6;cpi;2,737192643;0,942194967;;;;;
rais;-1,062514142;87;13;13;interest;1,939519253;0,940366523;;;;;
figur;-1,201005002;115;2;2;bop;2,06069784;0,936253138;;;;;
court;-0,687596738;38;17;17;nat-gas;1,579783597;0,936114394;;;;;
januari;-1,644930515;294;2;2;bop;2,46834733;0,933237118;;;;;
member;-1,078460704;87;3;3;cocoa;1,939519253;0,933151755;;;;;
polici;-1,359603742;157;10;10;gnp;2,195899652;0,930622211;;;;;
commun;-1,046216678;80;24;24;veg-oil;1,903089987;0,930053013;;;;;
rate;-2,219865349;972;13;13;interest;2,987666265;0,927885468;;;;;
own;-0,692781906;37;11;11;gold;1,568201724;0,926405061;;;;;
system;-1,026128633;75;15;15;money-fx;1,875061263;0,925440386;;;;;
corp;-1,538962313;223;1;1;acq;2,348304863;0,924907334;;;;;
issu;-1,036945549;76;11;11;gold;1,880813592;0,92334996;;;;;
meet;-1,601663035;251;4;4;coffee;2,399673721;0,922361462;;;;;
ec;-1,880367148;450;24;24;veg-oil;2,653212514;0,921136917;;;;;
monetari;-1,324872706;138;15;15;money-fx;2,139879086;0,920428495;;;;;
acr;-1,353188589;146;5;5;corn;2,164352856;0,919753251;;;;;
worker;-0,693147181;36;20;20;ship;1,556302501;0,919177328;;;;;
compani;-1,824042725;388;1;1;acq;2,588831726;0,916711246;;;;;
january;-1,513452592;201;2;2;bop;2,303196057;0,916347523;;;;;
busi;-0,965402035;63;16;16;money-supply;1,799340549;0,915507625;;;;;
econom;-1,854380019;404;10;10;gnp;2,606381365;0,913116455;;;;;
prices;-1,066274227;77;4;4;coffee;1,886490725;0,912991461;;;;;
recent;-1,03788178;70;22;22;sugar;1,84509804;0,905399939;;;;;
earlier;-1,242426958;106;2;2;bop;2,025305865;0,903175846;;;;;
close;-1,090059659;77;4;4;coffee;1,886490725;0,902601377;;;;;
usda;-1,854829855;377;5;5;corn;2,57634135;0,902450052;;;;;
budget;-1,311481029;119;10;10;gnp;2,075546961;0,897929481;;;;;
subsidi;-1,082558222;74;25;25;wheat;1,86923172;0,897565168;;;;;
due;-0,667431708;31;2;2;bop;1,491361694;0,894406462;;;;;
banker;-0,685314207;32;13;13;interest;1,505149978;0,893097543;;;;;
work;-1,028149926;64;3;3;cocoa;1,806179974;0,890555452;;;;;
hous;-1,091206891;72;23;23;trade;1,857332496;0,888162957;;;;;
further;-1,565719813;190;8;8;dlr;2,278753601;0,888153722;;;;;
period;-1,049763794;66;16;16;money-supply;1,819543936;0,887684689;;;;;
program;-1,774847507;288;18;18;oilseed;2,459392488;0,886316268;;;;;
averag;-1,55612106;184;11;11;gold;2,264817823;0,886036995;;;;;
tax;-1,894968123;367;24;24;veg-oil;2,564666064;0,885904768;;;;;
domest;-1,588664304;195;10;10;gnp;2,290034611;0,884639468;;;;;
purchas;-1,370734894;125;3;3;cocoa;2,096910013;0,884497891;;;;;
firm;-1,080133782;69;23;23;trade;1,838849091;0,884005205;;;;;
financ;-1,244765533;96;10;10;gnp;1,982271233;0,883063823;;;;;
area;-1,542876257;175;18;18;oilseed;2,243038049;0,882086984;;;;;
central;-1,713352827;246;8;8;dlr;2,390935107;0,881173684;;;;;
payment;-1,489093419;155;2;2;bop;2,190331698;0,879971672;;;;;
european;-1,480073682;151;22;22;sugar;2,178976947;0,878593634;;;;;
tonnes;-1,904025304;353;22;22;sugar;2,547774705;0,877325243;;;;;
annual;-1,284608347;101;10;10;gnp;2,004321374;0,877315088;;;;;
todai;-1,375040948;121;13;13;interest;2,08278537;0,876947142;;;;;
around;-1,371005687;120;8;8;dlr;2,079181246;0,876919552;;;;;
revis;-1,347484877;114;2;2;bop;2,056904851;0,876216444;;;;;
trade;-2,689082152;1705;23;23;trade;3,231724383;0,876023968;;;;;
group;-1,525325832;163;1;1;acq;2,212187604;0,876000861;;;;;
feb;-0,980618523;54;16;16;money-supply;1,73239376;0,874673108;;;;;
added;-1,306455338;104;10;10;gnp;2,017033339;0,874516539;;;;;
administr;-1,083172924;65;25;25;wheat;1,812913357;0,870265419;;;;;
demand;-1,521775286;155;10;10;gnp;2,190331698;0,868567358;;;;;
mln;-3,05290212;3296;9;9;earn;3,517987203;0,868016818;;;;;
economist;-1,512020872;151;10;10;gnp;2,178976947;0,867419921;;;;;
out;-1,0910588;65;7;7;crude;1,812913357;0,866983442;;;;;
ago;-1,369825187;113;14;14;livestock;2,053078443;0,866341726;;;;;
london;-1,8519562;292;4;4;coffee;2,465382851;0,864453266;;;;;
sorghum;-1,097674818;65;5;5;corn;1,812913357;0,864248996;;;;;
compar;-1,697557988;214;6;6;cpi;2,330413773;0,863897564;;;;;
mark;-1,519760493;150;8;8;dlr;2,176091259;0,863610357;;;;;
credit;-1,314265812;99;25;25;wheat;1,995635195;0,86231892;;;;;
said;-3,137776913;3679;4;4;coffee;3,565729788;0,861750129;;;;;
agricultur;-2,156205208;519;25;25;wheat;2,715167358;0,860263252;;;;;
export;-2,667154074;1420;4;4;coffee;3,152288344;0,859600737;;;;;
improv;-1,276293201;90;10;10;gnp;1,954242509;0,85851968;;;;;
produc;-2,26708355;631;4;4;coffee;2,800029359;0,857042471;;;;;
effect;-1,084958076;61;13;13;interest;1,785329835;0,85629052;;;;;
fell;-1,707637904;208;16;16;money-supply;2,318063335;0,856120138;;;;;
franc;-1,326380205;98;19;19;reserves;1,991226076;0,85593321;;;;;
american;-1,278549058;89;1;1;acq;1,949390007;0,855540064;;;;;
chicago;-1,360876619;104;14;14;livestock;2,017033339;0,854357794;;;;;
february;-1,093534453;61;16;16;money-supply;1,785329835;0,852782639;;;;;
us;-3,019053645;2662;23;23;trade;3,425208051;0,852242432;;;;;
barlei;-1,098344977;61;25;25;wheat;1,785329835;0,850827607;;;;;
develop;-1,377017808;104;23;23;trade;2,017033339;0,848556259;;;;;
rose;-2,17854611;496;16;16;money-supply;2,695481676;0,848023462;;;;;
crop;-2,037414538;375;25;25;wheat;2,574031268;0,847441545;;;;;
result;-1,083688434;58;11;11;gold;1,763427994;0,846301186;;;;;
chang;-1,348195378;96;18;18;oilseed;1,982271233;0,844167931;;;;;
exchang;-1,964597965;318;8;8;dlr;2,50242712;0,844103365;;;;;
reduc;-1,338679963;94;10;10;gnp;1,973127854;0,843692974;;;;;
plant;-1,883283039;270;18;18;oilseed;2,431363764;0,843262257;;;;;
help;-1,347169133;95;15;15;money-fx;1,977723605;0,842599529;;;;;
farmer;-1,766415957;208;5;5;corn;2,318063335;0,837930149;;;;;
made;-1,369825589;96;23;23;trade;1,982271233;0,83646292;;;;;
co;-1,575085175;142;17;17;nat-gas;2,152288344;0,835812487;;;;;
treasuri;-1,555645446;136;15;15;money-fx;2,133538908;0,834833686;;;;;
agre;-1,376420544;96;4;4;coffee;1,982271233;0,834141599;;;;;
drop;-1,354881709;92;17;17;nat-gas;1,963787827;0,833922069;;;;;
oper;-1,817036364;222;9;9;earn;2,346352974;0,832915402;;;;;
fund;-1,537845344;128;16;16;money-supply;2,10720997;0,830314572;;;;;
year;-3,077204861;2386;10;10;gnp;3,377670439;0,828427944;;;;;
french;-1,525172707;122;5;5;corn;2,086359831;0,826224608;;;;;
target;-1,362188846;89;8;8;dlr;1,949390007;0,825247317;;;;;
-;-3,183037552;2825;13;13;interest;3,451018452;0,825002982;;;;;
feder;-1,716323702;174;16;16;money-supply;2,240549248;0,824846187;;;;;
contract;-1,379748776;91;7;7;crude;1,959041392;0,823213531;;;;;
price;-2,85573215;1469;6;6;cpi;3,167021796;0,821380135;;;;;
foreign;-2,30956139;522;19;19;reserves;2,717670503;0,821157302;;;;;
bui;-1,911333011;245;8;8;dlr;2,389166084;0,820643353;;;;;
farm;-2,048526459;313;18;18;oilseed;2,495544338;0,81860675;;;;;
rise;-2,505271458;737;10;10;gnp;2,867467488;0,818044343;;;;;
debt;-1,707509276;163;10;10;gnp;2,212187604;0,817056334;;;;;
dlr;-2,989364795;1772;16;16;money-supply;3,248463718;0,814280941;;;;;
continu;-1,692046961;148;10;10;gnp;2,170261715;0,806175281;;;;;
author;-1,380893617;83;8;8;dlr;1,919078092;0,806032692;;;;;
cost;-1,736623183;160;17;17;nat-gas;2,204119983;0,805415958;;;;;
now;-1,564273376;116;4;4;coffee;2,064457989;0,805084984;;;;;
cut;-2,150700402;343;13;13;interest;2,53529412;0,804676356;;;;;
invest;-1,475238744;98;10;10;gnp;1,991226076;0,804458188;;;;;
west;-1,879162051;206;8;8;dlr;2,31386722;0,803659947;;;;;
show;-1,827768665;187;2;2;bop;2,271841607;0,803404336;;;;;
bill;-1,997784507;256;23;23;trade;2,408239965;0,80333992;;;;;
intern;-2,210691896;379;4;4;coffee;2,57863921;0,803141283;;;;;
minist;-1,920019282;221;10;10;gnp;2,344392274;0,802868765;;;;;
depart;-2,212018394;377;25;25;wheat;2,57634135;0,802094208;;;;;
agreement;-2,211467826;373;4;4;coffee;2,571708832;0,800789225;;;;;
product;-2,654390947;838;10;10;gnp;2,923244019;0,799926461;;;;;
propos;-2,086933814;294;24;24;veg-oil;2,46834733;0,799611355;;;;;
union;-1,911342931;212;20;20;ship;2,326335861;0,799059374;;;;;
previou;-1,351095702;75;16;16;money-supply;1,875061263;0,797526558;;;;;
washington;-2,157807439;329;23;23;trade;2,517195898;0,797134071;;;;;
offer;-2,296291231;421;25;25;wheat;2,624282096;0,796131747;;;;;
march;-3,207377999;2235;4;4;coffee;3,349277527;0,796048638;;;;;
level;-1,731865052;148;8;8;dlr;2,170261715;0,794424935;;;;;
three;-1,863534094;188;10;10;gnp;2,274157849;0,794178723;;;;;
support;-1,590349996;112;18;18;oilseed;2,049218023;0,791096966;;;;;
china;-1,786875831;159;22;22;sugar;2,201397124;0,789915754;;;;;
spokesman;-1,58679363;110;20;20;ship;2,041392685;0,789159468;;;;;
season;-2,050456081;252;18;18;oilseed;2,401400541;0,787226722;;;;;
york;-1,77860905;153;16;16;money-supply;2,184691431;0,786253622;;;;;
note;-1,344616794;69;16;16;money-supply;1,838849091;0,784285558;;;;;
record;-1,887353857;182;2;2;bop;2,260071388;0,782748323;;;;;
week;-2,699825018;778;16;16;money-supply;2,890979597;0,781382791;;;;;
market;-3,021760263;1384;4;4;coffee;3,14113609;0,78103514;;;;;
capit;-1,379317404;72;2;2;bop;1,857332496;0,78061569;;;;;
approv;-1,371757388;71;1;1;acq;1,851258349;0,780542883;;;;;
asset;-0,673011667;20;19;19;reserves;1,301029996;0,777657455;;;;;
fall;-2,334521482;388;10;10;gnp;2,588831726;0,776372784;;;;;
per;-2,47324331;491;11;11;gold;2,691081492;0,774803621;;;;;
govern;-2,660216774;685;10;10;gnp;2,835690571;0,774732959;;;;;
import;-2,767919164;823;23;23;trade;2,915399835;0,77374267;;;;;
blah;-2,555710399;558;16;16;money-supply;2,746634199;0,772457228;;;;;
time;-1,77944968;136;7;7;crude;2,133538908;0,767611993;;;;;
declin;-1,875460808;160;10;10;gnp;2,204119983;0,766527569;;;;;
industri;-2,321541268;350;23;23;trade;2,544068044;0,765929982;;;;;
major;-2,037046745;211;8;8;dlr;2,324282455;0,76531007;;;;;
shipment;-1,925203808;173;18;18;oilseed;2,238046103;0,765090657;;;;;
estim;-2,379256193;381;22;22;sugar;2,580924976;0,763755344;;;;;
last;-3,088029177;1308;10;10;gnp;3,116607744;0,762374144;;;;;
current;-2,642275379;597;2;2;bop;2,775974331;0,762153885;;;;;
nation;-2,383018187;378;10;10;gnp;2,5774918;0,761891204;;;;;
interest;-2,292126953;321;13;13;interest;2,506505032;0,761363419;;;;;
commod;-2,151766464;249;4;4;coffee;2,396199347;0,760271859;;;;;
state;-2,225332233;282;23;23;trade;2,450249108;0,759688904;;;;;
under;-2,148348365;244;25;25;wheat;2,387389826;0,75829913;;;;;
sale;-2,449436372;410;24;24;veg-oil;2,612783857;0,757452399;;;;;
make;-1,771350875;125;18;18;oilseed;2,096910013;0,756638227;;;;;
dlrs;-2,444819542;395;16;16;money-supply;2,596597096;0,753768685;;;;;
unit;-2,307696832;310;23;23;trade;2,491361694;0,753201342;;;;;
first;-2,191784812;253;10;10;gnp;2,403120521;0,752908063;;;;;
world;-2,445092229;392;22;22;sugar;2,593286067;0,752747937;;;;;
against;-2,650300565;555;2;2;bop;2,744292983;0,751799183;;;;;
offici;-2,860707745;777;23;23;trade;2,890421019;0,748676463;;;;;
countri;-2,546259019;430;4;4;coffee;2,633468456;0,742604655;;;;;
between;-2,418694011;331;18;18;oilseed;2,519827994;0,737073276;;;;;
cash;-1,598318416;82;5;5;corn;1,913813852;0,73655863;;;;;
sourc;-2,529809041;389;4;4;coffee;2,589949601;0,733736463;;;;;
set;-2,02937866;167;4;4;coffee;2,222716471;0,733720251;;;;;
lower;-2,258661476;244;10;10;gnp;2,387389826;0,732628978;;;;;
new;-3,136237877;1070;4;4;coffee;3,029383778;0,732400763;;;;;
report;-2,961469773;770;10;10;gnp;2,886490725;0,728641361;;;;;
plan;-2,374831644;282;10;10;gnp;2,450249108;0,726035953;;;;;
told;-2,504256162;349;4;4;coffee;2,542825427;0,72563914;;;;;
increas;-2,950107395;705;10;10;gnp;2,848189117;0,721040932;;;;;
expect;-2,975642581;731;10;10;gnp;2,863917377;0,720365908;;;;;
down;-2,530534918;349;18;18;oilseed;2,542825427;0,720238005;;;;;
total;-2,848630676;589;21;21;soybean;2,770115295;0,719766465;;;;;
more;-3,021286839;773;10;10;gnp;2,888179494;0,718222701;;;;;
includ;-2,25856753;217;23;23;trade;2,336459734;0,717020504;;;;;
april;-2,909615063;606;4;4;coffee;2,782472624;0,711699894;;;;;
up;-3,044227824;740;10;10;gnp;2,86923172;0,709463424;;;;;
five;-1,91138113;116;8;8;dlr;2,064457989;0,709099186;;;;;
two;-3,069099041;735;10;10;gnp;2,866287339;0,704403434;;;;;
analyst;-2,442843814;263;21;21;soybean;2,419955748;0,702894432;;;;;
end;-2,701830015;398;16;16;money-supply;2,599883072;0,702323732;;;;;
month;-2,993523174;600;6;6;cpi;2,77815125;0,695664237;;;;;
over;-2,833563575;462;10;10;gnp;2,664641976;0,695082245;;;;;
on;-3,084631964;671;7;7;crude;2,82672252;0,692038486;;;;;
